,GENE,LENGTH,Total_Introns,Intron_Position,Repeat_Percentage,Repeat_Types,GC_Content,phylop_mean,PIR_Nuc_baseline,TPM_Nuc_baseline,TPM_Cyt_baseline,Nuclear_Enrichment,hl_gated_gwise,hl_gated_intwise,hl_gated_intwise_scaled,hl_gated_intwise_scaled_logged,stability,CpG_total,CpG_methylated_perc,Speckle_Enrichment,ssDRIP_peaks,ssDRIP_qValue,ssDRIP_cov,UMAP1_HLrev,UMAP2_HLrev,class_hls
HsaINT0010262,AP4M1,141,14.0,9.0,0.0,,52.4822695035461,-0.0862357078219897,17.295,65.195,12.795,2.3491811767138264,3.45,0.135,0.0391304347826087,-1.407485326578268,noIR,1,0.0,2.39664349903713,0,,1.7210945905714088,10.86003,7.07872,SL-RIs
HsaINT0085849,AP5Z1,880,16.0,13.0,7.840909090909091,Simple_repeat,66.8181818181818,-0.830565416692879,27.685,154.715,10.4,3.894957642923543,7.404,3.611,0.4877093462992977,-0.3118389216540398,noIR,41,89.1156462585034,3.52266877717217,0,,0.6250069744017734,8.821215,10.515174,LL-RIs
HsaINT0085859,AP5Z1,69,16.0,8.0,0.0,,63.768115942029,0.3059999981402036,18.62,154.715,10.4,3.894957642923543,7.404,0.247,0.0333603457590491,-1.4767694568212009,noIR,6,88.23529411764706,3.52266877717217,0,,2.401225293661785,3.185763,9.09379,SL-RIs
HsaINT0085851,AP5Z1,81,16.0,15.0,0.0,,71.6049382716049,-0.3314125103468541,21.94,154.715,10.4,3.894957642923543,7.404,8.498,1.147757968665586,0.059850316672629,noIR,8,97.36842105263158,3.52266877717217,0,,1.6356046392649004,3.9977272,9.261437,LL-RIs
HsaINT0085846,AP5Z1,1205,16.0,10.0,51.61825726141079,"SINE/Alu, Simple_repeat",57.1784232365145,-0.3299393689215796,27.22,154.715,10.4,3.894957642923543,7.404,4.684,0.6326310102647218,-0.1988495236805409,noIR,55,93.47079037800688,3.52266877717217,0,,0.399668833432487,12.69307,7.2353187,LL-RIs
HsaINT0010365,APBB2,1593,16.0,15.0,8.788449466415567,SINE/MIR,47.5204017576899,-0.1712047743073421,12.015,22.97,16.735,0.4568823056913942,4.748,0.136,0.0286436394271272,-1.5429718019123362,noIR,41,95.50561797752808,,0,,0.409227002707773,10.010435,5.905024,SL-RIs
HsaINT0010362,APBB2,59786,16.0,11.0,43.73599170374335,"DNA/TcMar, DNA/TcMar-Tigger, DNA/hAT-Ac, DNA/hAT-Charlie, DNA/hAT-Tip100, LINE/CR1, LINE/L1, LINE/L2, LINE/RTE-BovB, LINE/RTE-X, LTR/ERV1, LTR/ERVL, LTR/ERVL-MaLR, SINE/Alu, SINE/MIR, Simple_repeat, snRNA",45.1527113371023,-0.0110538761514018,11.44,22.97,16.735,0.4568823056913942,4.748,4.079,0.8590985678180285,-0.065957004965459,noIR,1747,86.677564364528,,0,,0.7471227991980822,11.276238,4.126249,LL-RIs
HsaINT0010380,APBB3,163,11.0,4.0,0.0,,53.3742331288344,0.4364567891188701,25.835,115.665,4.135,4.805921234197802,12.0,8.059,0.6715833333333333,-0.1729000902754718,noIR,0,,,0,,1.629422540124584,11.003195,9.239234,LL-RIs
HsaINT0010448,APEX1,566,4.0,3.0,26.85512367491166,LINE/L2,38.1625441696113,-0.1307362829075417,11.54,502.23,599.425,-0.2552310465276881,12.0,0.228,0.019,-1.7212463990471711,noIR,12,74.31192660550458,0.53536478805688,0,,1.717625672097458,12.272236,5.121431,SL-RIs
HsaINT0010457,APH1A,167,5.0,2.0,0.0,,59.8802395209581,0.7938614482465425,15.04,100.765,111.485,-0.1458549964831575,6.363,0.252,0.0396039603960396,-1.40226138245468,noIR,0,,1.22019655404552,0,,1.6009827233807106,10.814792,9.404759,SL-RIs
HsaINT1004208,APIP,520,6.0,6.0,0.0,,31.9230769230769,0.1500520241968979,18.955,31.57,40.455,-0.3577637616437745,10.959,7.106,0.6484168263527694,-0.1881457237782699,noIR,4,73.33333333333333,-0.487617145173913,0,,1.312314841086388,12.279967,4.0355377,LL-RIs
HsaINT0010775,APPL2,1586,20.0,20.0,55.80075662042875,"DNA/hAT-Charlie, LINE/L2, SINE/Alu",42.7490542244641,-0.0422971606635773,15.265,29.245,11.945,1.2917831352843252,12.0,7.219,0.6015833333333334,-0.2207042042342842,noIR,34,95.04504504504504,0.542505108332994,0,,1.0127621475975528,12.075908,5.2889028,LL-RIs
HsaINT0010867,AQR,3119,34.0,12.0,57.197819814042965,"LINE/L1, LTR/Gypsy",36.9669765950625,0.0632761385765391,10.71,24.585,27.785,-0.1765278851298737,12.0,0.134,0.0111666666666666,-1.9520764476828167,noIR,39,94.7513812154696,-0.310306231449183,0,,0.7943475443752057,13.0973215,3.216845,SL-RIs
HsaINT0010919,ARAF,74,15.0,8.0,0.0,,63.5135135135135,0.2196712367593833,23.485,106.215,30.445,1.802710304183724,5.286,2.978,0.5633749527052593,-0.2492024653795341,noIR,2,100.0,2.78278406547021,0,,1.7289587804089872,3.3876052,8.631936,LL-RIs
HsaINT0010914,ARAF,1467,15.0,3.0,56.50988411724608,"DNA/TcMar-Tigger, SINE/MIR",45.0579413769598,0.1015832210509144,29.27,106.215,30.445,1.802710304183724,5.286,0.218,0.0412410139992432,-1.3846706651910867,noIR,36,94.8207171314741,2.78278406547021,0,,0.9583958611583464,7.970486,7.971108,SL-RIs
HsaINT0011013,ARAP3,110,32.0,30.0,0.0,,63.6363636363636,0.3463027517635956,10.055,179.82,24.305,2.887228450446149,12.0,0.244,0.0203333333333333,-1.6917914197088957,noIR,2,100.0,,0,,2.4296699504618675,4.882555,9.119815,SL-RIs
HsaINT0011009,ARAP3,227,32.0,27.0,0.0,,55.9471365638767,0.1411592904251662,15.095,179.82,24.305,2.887228450446149,12.0,0.133,0.0110833333333333,-1.955329605080539,noIR,6,91.17647058823528,,0,,1.0690530895535526,7.5879555,6.958388,SL-RIs
HsaINT0011007,ARAP3,1518,32.0,25.0,93.47826086956522,"LINE/L2, Simple_repeat",43.9393939393939,0.1873427820740354,14.27,179.82,24.305,2.887228450446149,12.0,0.237,0.01975,-1.704432900037521,noIR,18,88.75,,0,,0.919065566464266,10.2980585,8.13775,SL-RIs
HsaINT0011004,ARAP3,302,32.0,22.0,0.0,,56.953642384106,0.2747109622127559,10.27,179.82,24.305,2.887228450446149,12.0,0.226,0.0188333333333333,-1.725072806900224,noIR,2,100.0,,0,,1.2528582348786763,7.4777927,7.4224973,SL-RIs
HsaINT0011005,ARAP3,754,32.0,23.0,35.41114058355438,"LINE/L1, SINE/MIR",46.0212201591512,0.1974940244133174,11.605,179.82,24.305,2.887228450446149,12.0,0.232,0.0193333333333333,-1.713693261156725,noIR,12,94.4,,0,,0.5569727632566432,11.077821,6.6619945,SL-RIs
HsaINT0085717,AREL1,2054,19.0,15.0,61.48977604673807,"DNA/hAT-Charlie, SINE/Alu, SINE/MIR",41.236611489776,0.089000000466769,19.1,47.085,22.005,1.0974361579087253,3.397,0.149,0.0438622313806299,-1.357909278457754,noIR,16,92.02898550724638,0.902407074020112,0,,0.5129307314470021,11.714316,5.179508,SL-RIs
HsaINT0011058,ARF6,98,1.0,1.0,0.0,,61.2244897959184,0.1200618600849657,16.12,31.895,64.355,-1.012721963090658,3.382,1.844,0.5452395032525134,-0.2634126865441124,noIR,8,2.380952380952381,-1.98644873931951,0,,1.8208315066427971,4.5791087,9.64801,LL-RIs
HsaINT0011060,ARFGAP1,731,12.0,10.0,0.0,,63.7482900136799,-0.4958479438193959,18.49,628.87,42.02,3.9036137468980048,7.068,12.0,1.697792869269949,0.2298847052128984,noIR,41,89.20454545454545,3.02463761027101,0,,0.1981271689121951,8.58212,8.33277,LL-RIs
HsaINT0011160,ARFGEF2,1519,38.0,27.0,58.986175115207374,"DNA/TcMar-Tigger, SINE/MIR, Simple_repeat",41.2771560236998,-0.0090862980626409,13.44,35.45,13.7,1.3716097342789897,8.916,0.138,0.0154777927321668,-1.810290973406964,noIR,40,92.13759213759214,0.483356641169103,0,,0.6301252592354021,11.320272,3.949252,SL-RIs
HsaINT0011168,ARFGEF2,4052,38.0,34.0,75.8390918065153,"DNA/TcMar-Tigger, LINE/L1, LINE/L2, LTR/ERVL, SINE/Alu, SINE/MIR, Simple_repeat",41.06614017769,-0.0813325101220764,16.135,35.45,13.7,1.3716097342789897,8.916,0.261,0.0292732166890982,-1.533529552469919,noIR,76,91.8181818181818,0.483356641169103,0,,0.7553139782745526,12.808181,5.8091874,SL-RIs
HsaINT0011156,ARFGEF2,2310,38.0,23.0,63.333333333333336,"LINE/L1, SINE/Alu, Simple_repeat",42.6839826839827,0.0597301878012582,14.925,35.45,13.7,1.3716097342789897,8.916,0.129,0.0144683714670255,-1.839580349508951,noIR,72,94.43298969072166,0.483356641169103,0,,1.3164616323216023,13.283736,6.198387,SL-RIs
HsaINT0011175,ARFGEF2,10039,38.0,6.0,60.52395656937942,"DNA/TcMar-Tigger, DNA/hAT-Charlie, LINE/L2, LTR/ERVL-MaLR, LTR?, SINE/Alu, SINE/MIR, Simple_repeat",44.4366968821596,0.0018278599811552,16.435,35.45,13.7,1.3716097342789897,8.916,0.14,0.0157021085688649,-1.8040420241299624,noIR,224,93.01014656144308,0.483356641169103,0,,0.8491266671402073,10.159541,5.650948,SL-RIs
HsaINT0011148,ARFGEF2,2690,38.0,16.0,53.56877323420074,"DNA/hAT-Tip100, LINE/L2, SINE/Alu, SINE/MIR",43.3828996282528,-0.0021480100049975,10.385,35.45,13.7,1.3716097342789897,8.916,0.133,0.0149170031404217,-1.8263184188411143,noIR,58,90.99307159353349,0.483356641169103,0,,0.3685241308941387,11.406521,5.372893,SL-RIs
HsaINT0011181,ARFIP1,33879,8.0,2.0,65.12884087487825,"DNA/TcMar-Tigger, DNA/hAT-Charlie, LINE/L1, LINE/L2, LTR/ERV1, LTR/ERVL-MaLR, SINE/Alu, SINE/MIR, Simple_repeat",37.8494052362821,0.099400436622314,10.99,16.0,28.36,-0.8257856274647914,12.0,0.13,0.0108333333333333,-1.965237893740788,noIR,463,86.40069889341875,-0.460372985003985,0,,0.9889610943320872,11.829522,3.287556,SL-RIs
HsaINT0011257,ARHGAP11A,1735,5.0,4.0,77.63688760806916,"DNA/TcMar-Tigger, LINE/L2",36.3112391930836,-0.083672432892235,26.215,47.855,43.735,0.1298813748377724,10.313,4.726,0.4582565693784543,-0.3388913004533352,noIR,12,92.78350515463916,,0,,0.9889400476679052,12.941975,3.9967706,LL-RIs
HsaINT0011285,ARHGAP12,8797,15.0,2.0,48.630214845970215,"DNA/hAT-Charlie, LINE/L1, LINE/RTE-X, Low_complexity, SINE/Alu",37.330908264181,0.1518519785645468,11.755,35.58,30.035,0.24442184674069,8.675,0.136,0.0156772334293948,-1.8047305750926936,noIR,147,90.11299435028248,-0.352644009008858,0,,0.8586829765246425,13.405409,4.5659814,SL-RIs
HsaINT1004313,ARHGAP21,1922,25.0,24.0,1.45681581685744,Simple_repeat,36.8366285119667,2.473217595838769,18.54,48.605,21.095,1.204203644054993,4.039,0.137,0.0339192869522159,-1.4695532860135814,noIR,16,91.53846153846152,-0.681489839094159,0,,0.8801856694828349,11.683756,4.374193,SL-RIs
HsaINT1004314,ARHGAP21,3164,25.0,25.0,40.391908975979774,"DNA/hAT-Tip100, LINE/L1, SINE/Alu",36.7888748419722,-0.018409420792667,18.545,48.605,21.095,1.204203644054993,4.039,0.133,0.0329289428076256,-1.4824222122029025,noIR,32,93.56060606060606,-0.681489839094159,0,,0.3754231448019445,12.464373,4.4399295,SL-RIs
HsaINT1004311,ARHGAP21,203,25.0,22.0,0.0,,34.9753694581281,0.694490099860595,25.255,48.605,21.095,1.204203644054993,4.039,0.135,0.0334241148799207,-1.4759400846749822,noIR,5,93.75,-0.681489839094159,0,,0.9348492705160032,10.544279,5.175509,SL-RIs
HsaINT0011395,ARHGAP22,662,9.0,7.0,12.386706948640484,LINE/L2,58.761329305136,-0.3963872940082641,14.36,20.915,8.27,1.3385787634727606,2.847,0.106,0.0372321742184755,-1.429081601882185,noIR,32,94.01709401709402,,0,,0.2455350737502548,10.198799,9.951951,SL-RIs
HsaINT1004354,ARHGAP27,242,16.0,3.0,0.0,,59.0909090909091,-0.1885892074309768,21.425,33.825,4.545,2.895737734669793,10.088,0.134,0.0132831086439333,-1.876700275200217,noIR,6,80.0,,0,,0.6524483898749376,8.29453,7.1476474,SL-RIs
HsaINT1004351,ARHGAP27,133,16.0,15.0,0.0,,69.1729323308271,-0.2649166713659228,23.2,33.825,4.545,2.895737734669793,10.088,0.227,0.0225019825535289,-1.6477792163719025,noIR,9,87.5,,0,,0.6580363602445152,6.5003996,9.10071,SL-RIs
HsaINT1004347,ARHGAP27,125,16.0,11.0,37.6,Simple_repeat,71.2,-0.738758068760827,11.875,33.825,4.545,2.895737734669793,10.088,0.135,0.0133822363203806,-1.873471305070019,noIR,10,94.73684210526316,,0,,0.9896342310165912,5.441931,9.496991,SL-RIs
HsaINT1004356,ARHGAP27,110,16.0,5.0,0.0,,60.0,-0.4023761446801348,24.81,33.825,4.545,2.895737734669793,10.088,0.131,0.0129857256145915,-1.8865337779092608,noIR,0,,,0,,0.9842775514545912,5.265554,8.003635,SL-RIs
HsaINT0076840,ARHGAP45,83,22.0,4.0,0.0,,72.289156626506,-0.0286951093514245,21.16,66.11,14.69,2.170034118792203,12.0,0.246,0.0205,-1.6882461389442458,noIR,11,95.55555555555556,,0,,0.9526028308800536,4.012202,8.775516,SL-RIs
HsaINT0076841,ARHGAP45,201,22.0,5.0,0.0,,68.1592039800995,-0.5621399996941909,16.605,66.11,14.69,2.170034118792203,12.0,0.133,0.0110833333333333,-1.955329605080539,noIR,12,93.5483870967742,,0,,0.6899114793036543,7.9873776,9.406956,SL-RIs
HsaINT0011751,ARHGEF1,498,27.0,23.0,37.34939759036145,Simple_repeat,59.6385542168675,-0.1491609666619723,25.61,171.225,24.74,2.7909759548568505,12.0,0.135,0.01125,-1.9488474775526188,noIR,30,92.76018099547512,,0,,1.449656073504697,9.3322,9.016158,SL-RIs
HsaINT0011735,ARHGEF1,4774,27.0,1.0,28.67616254713029,"Low_complexity, SINE/Alu, SINE/MIR, Simple_repeat",55.7394218684541,0.1532583277066525,20.95,171.225,24.74,2.7909759548568505,12.0,6.322,0.5268333333333334,-0.2783267545440638,noIR,301,34.60508701472557,,0,,0.8364848160843646,9.02556,10.878379,LL-RIs
HsaINT0011737,ARHGEF1,687,27.0,10.0,78.74818049490538,Satellite,66.2299854439592,-0.0643381924704789,10.275,171.225,24.74,2.7909759548568505,12.0,0.25,0.0208333333333333,-1.6812412373755872,noIR,12,86.95652173913044,,0,,0.7972671270810363,8.785843,11.101918,SL-RIs
HsaINT0011777,ARHGEF10,972,29.0,23.0,0.0,,50.2057613168724,-0.482878475005419,11.935,156.585,31.15,2.3296419484681987,12.0,0.246,0.0205,-1.6882461389442458,noIR,36,92.03539823008848,,0,,0.2520957730938707,11.968544,6.0059676,SL-RIs
HsaINT0011783,ARHGEF10,3921,29.0,29.0,27.39097169089518,"DNA/TcMar-Tigger, LINE/L1, SINE/Alu",46.442234123948,-0.2119367337417111,19.98,156.585,31.15,2.3296419484681987,12.0,0.239,0.0199166666666666,-1.7007833450994871,noIR,115,87.58434547908232,,0,,0.3809317665520697,11.737121,3.9351258,SL-RIs
HsaINT0011818,ARHGEF10L,2919,28.0,8.0,31.106543336759163,"DNA/hAT-Charlie, SINE/MIR",54.5049674546077,-0.2887049348929701,19.96,52.565,12.285,2.0972046541116014,10.499,6.315,0.6014858557957901,-0.2207745808296451,noIR,115,91.09947643979058,1.79665363256315,0,,0.2123302136932693,9.28313,9.889928,LL-RIs
HsaINT0011812,ARHGEF10L,1567,28.0,28.0,43.13975749840459,"LINE/L2, SINE/Alu, SINE/MIR",54.2437779195916,-0.2738397174613255,21.005,52.565,12.285,2.0972046541116014,10.499,0.14,0.0133346032955519,-1.8750199000427563,noIR,47,74.72527472527473,1.79665363256315,0,,0.5368049086536124,9.143337,8.254074,SL-RIs
HsaINT0011976,ARHGEF19,405,15.0,15.0,46.91358024691358,LINE/CR1,52.5925925925926,0.1190866330992384,28.055,275.705,28.58,3.2700476097835818,9.54,12.0,1.257861635220126,0.0996328713435297,noIR,0,,2.48799291071961,0,,0.8802157167990814,10.572604,8.034836,LL-RIs
HsaINT0012001,ARHGEF2,340,21.0,3.0,12.058823529411764,Simple_repeat,60.5882352941176,0.3094306770893457,21.705,91.895,30.99,1.5681836117975456,12.0,0.214,0.0178333333333333,-1.748767472698434,noIR,8,90.9090909090909,,340,34.3955,0.8983212853590276,9.40897,10.468858,SL-RIs
HsaINT0012002,ARHGEF2,655,21.0,4.0,32.67175572519084,SINE/MIR,51.9083969465649,-0.1204327209035592,17.575,91.895,30.99,1.5681836117975456,12.0,0.234,0.0195,-1.709965388637482,noIR,10,98.4375,,655,34.3955,0.5111912404365891,9.724231,8.811575,SL-RIs
HsaINT0012003,ARHGEF2,218,21.0,5.0,0.0,,56.4220183486239,-0.0382995394054233,25.85,91.895,30.99,1.5681836117975456,12.0,0.135,0.01125,-1.9488474775526188,noIR,4,86.20689655172414,,218,34.3955,1.276985022702942,10.661563,7.8410797,SL-RIs
HsaINT0011998,ARHGEF2,2268,21.0,2.0,14.947089947089948,"LTR/ERV1, SINE/MIR, Simple_repeat",54.7619047619048,0.3084521396969903,17.255,91.895,30.99,1.5681836117975456,12.0,0.139,0.0115833333333333,-1.9361664457935297,noIR,58,68.95306859205776,,2268,34.3955,0.7762538426301798,8.341361,8.344142,SL-RIs
HsaINT0012006,ARHGEF2,370,21.0,9.0,48.108108108108105,"SINE/MIR, Simple_repeat",57.027027027027,-0.2881138221989196,21.21,91.895,30.99,1.5681836117975456,12.0,0.14,0.0116666666666666,-1.9330532103693867,noIR,12,96.61016949152544,,370,34.3955,0.776128383628367,8.388817,7.9115443,SL-RIs
HsaINT0012019,ARHGEF25,211,14.0,6.0,0.0,,53.5545023696682,0.2296952367405451,15.38,46.935,4.12,3.50994791677886,12.0,0.138,0.0115,-1.939302159646388,noIR,6,64.70588235294117,4.62078878042012,0,,0.7911660500478286,10.7846775,6.9217205,SL-RIs
HsaINT0012018,ARHGEF25,255,14.0,5.0,0.0,,61.1764705882353,0.118637796535384,27.695,46.935,4.12,3.50994791677886,12.0,0.248,0.0206666666666666,-1.6847295652214085,noIR,4,76.47058823529412,4.62078878042012,0,,0.6816147701761819,7.617181,8.590682,SL-RIs
HsaINT0012014,ARHGEF25,938,14.0,1.0,0.0,,52.3454157782516,0.5950864463644012,28.43,46.935,4.12,3.50994791677886,12.0,12.0,1.0,0.0,noIR,14,38.888888888888886,4.62078878042012,0,,0.2974078492530495,10.437862,8.5406685,LL-RIs
HsaINT0012020,ARHGEF25,115,14.0,7.0,0.0,,60.8695652173913,0.2842105324451582,17.11,46.935,4.12,3.50994791677886,12.0,0.229,0.0190833333333333,-1.7193457637077367,noIR,5,15.625,4.62078878042012,0,,1.309595906965025,5.1360035,7.951677,SL-RIs
HsaINT0012010,ARHGEF25,197,14.0,11.0,0.0,,53.2994923857868,0.2145357158947355,11.96,46.935,4.12,3.50994791677886,12.0,0.132,0.011,-1.9586073148417749,noIR,6,93.1818181818182,4.62078878042012,0,,1.3149140155397454,10.477278,7.121065,SL-RIs
HsaINT0012098,ARHGEF40,492,23.0,13.0,44.3089430894309,SINE/MIR,50.8130081300813,-0.1449531556916558,28.95,98.865,27.405,1.851020736516944,12.0,12.0,1.0,0.0,noIR,14,90.51724137931036,2.87685746650819,0,,0.7032813055651718,9.2829075,6.356622,LL-RIs
HsaINT0012102,ARHGEF40,702,23.0,17.0,23.789173789173788,SINE/MIR,50.5698005698006,0.078352353126063,10.075,98.865,27.405,1.851020736516944,12.0,0.139,0.0115833333333333,-1.9361664457935297,noIR,8,87.03703703703704,2.87685746650819,0,,1.4982451732406723,9.889456,6.971395,SL-RIs
HsaINT0012111,ARHGEF40,145,23.0,4.0,0.0,,58.6206896551724,0.7287638897024509,14.79,98.865,27.405,1.851020736516944,12.0,0.253,0.0210833333333333,-1.676060724871807,noIR,0,,2.87685746650819,0,,1.6967302899326362,11.001748,9.469292,SL-RIs
HsaINT0012157,ARHGEF7,2598,20.0,12.0,10.04618937644342,"DNA/hAT-Charlie, LINE/RTE-X",44.3418013856813,-0.4216827108800156,13.935,59.365,27.025,1.1353179896898196,5.654,0.234,0.041386628935267,-1.3831399467433578,noIR,78,93.96411092985318,,0,,0.3339257314091899,12.747249,3.44351,SL-RIs
HsaINT0012160,ARHGEF7,2783,20.0,15.0,7.294286740927057,LINE/L1,47.394897592526,-0.2938986339544078,13.2,59.365,27.025,1.1353179896898196,5.654,2.798,0.4948708878669968,-0.3055080939976919,noIR,116,94.5872801082544,,0,,0.4136215745424023,11.662697,6.768385,LL-RIs
HsaINT0012202,ARID1A,90,19.0,9.0,0.0,,36.6666666666667,0.6828314580776719,12.165,126.325,68.435,0.8843339173933651,12.0,0.141,0.0117499999999999,-1.929962133392245,noIR,0,,0.253432749324175,90,9.51501,1.5377232439379993,4.5844436,7.851277,SL-RIs
HsaINT0012190,ARID1A,358,19.0,14.0,0.0,,46.3687150837989,0.1111092406021123,16.18,126.325,68.435,0.8843339173933651,12.0,0.132,0.011,-1.9586073148417749,noIR,8,96.42857142857144,0.253432749324175,358,9.51501,1.1998485174533375,8.750504,5.88171,SL-RIs
HsaINT0012187,ARID1A,3119,19.0,11.0,32.35011221545367,"DNA/TcMar-Tigger, LINE/L2, Low_complexity, SINE/Alu, SINE/MIR",46.0403975633216,0.2467536881880122,19.435,126.325,68.435,0.8843339173933651,12.0,0.137,0.0114166666666666,-1.942460678891218,noIR,81,95.59055118110236,0.253432749324175,3119,9.51501,0.69761845874738,9.827577,7.37359,SL-RIs
HsaINT0012210,ARID1B,5954,19.0,15.0,44.69264360094054,"DNA/TcMar-Tigger, LINE/L1, LTR/ERVL-MaLR, SINE/Alu, SINE/MIR, Simple_repeat",43.7520994289553,-0.1922114898913987,27.86,35.325,22.73,0.636091876403454,3.588,2.655,0.7399665551839464,-0.1307879089545666,noIR,154,94.3778801843318,,0,,0.4804847676159899,12.8478365,6.8540115,LL-RIs
HsaINT0012255,ARID3B,1147,8.0,5.0,19.09328683522232,SINE/MIR,46.9049694856146,-0.0663202442458374,28.635,152.91,134.38,0.1863643236977495,12.0,0.232,0.0193333333333333,-1.713693261156725,noIR,10,93.0,0.314496759277595,0,,0.4183949295574728,10.744083,7.0751963,SL-RIs
HsaINT0012279,ARID4A,4856,23.0,23.0,71.64332784184514,"DNA/TcMar-Tigger, LINE/L1, LINE/L2, SINE/Alu",39.3739703459638,0.0339423278646628,12.93,16.6,6.195,1.4220070540936856,7.905,0.182,0.0230234029095509,-1.6378304862831532,noIR,61,94.53302961275628,-0.148901469997143,0,,0.9830403970161886,13.008498,4.065298,SL-RIs
HsaINT0019808,ARL14EP,3573,3.0,3.0,71.78841309823677,"DNA/TcMar-Tigger, SINE/Alu",37.0277078085642,0.084281076934059,10.205,22.01,22.46,-0.0291987825090438,5.343,3.478,0.650945161894067,-0.1864555965162123,noIR,54,87.34793187347933,0.189405540148512,0,,0.7911138283764705,12.855409,3.4385993,LL-RIs
HsaINT0019807,ARL14EP,1491,3.0,2.0,0.0,,32.7967806841046,0.036038926312928,26.43,22.01,22.46,-0.0291987825090438,5.343,2.835,0.5306007860752386,-0.2752321109539806,noIR,12,92.63157894736842,0.189405540148512,0,,0.3078277915713989,12.903781,3.7976496,LL-RIs
HsaINT0012451,ARL8A,180,6.0,4.0,0.0,,64.4444444444444,-0.3247541920724194,21.985,41.39,35.91,0.2048965955656327,7.017,0.166,0.0236568334045888,-1.6260433884887604,noIR,12,65.85365853658537,,0,,1.6189408408322108,10.150075,9.85905,SL-RIs
HsaINT0012450,ARL8A,2164,6.0,3.0,62.2920517560074,"LINE/L1, SINE/Alu, Simple_repeat",49.9075785582255,-0.0418904289119165,18.485,41.39,35.91,0.2048965955656327,7.017,0.141,0.0200940572894399,-1.6969323638734355,noIR,110,92.37668161434978,,0,,0.82875439620719,8.472787,9.209406,SL-RIs
HsaINT0012538,ARMC6,200,8.0,1.0,7.0,LINE/L2,55.5,-0.050321608243613,11.85,68.505,63.305,0.1138898383299825,12.0,8.033,0.6694166666666667,-0.1743034790842202,noIR,30,1.1049723756906078,2.23292414476826,0,,1.1126952897220868,8.683587,9.76064,LL-RIs
HsaINT0012543,ARMC6,394,8.0,7.0,0.0,,57.8680203045685,-0.4466692131799444,10.07,68.505,63.305,0.1138898383299825,12.0,0.165,0.01375,-1.8616973018337184,noIR,10,91.25,2.23292414476826,0,,0.701509252063462,9.260083,8.747656,SL-RIs
HsaINT0012594,ARMCX2,318,5.0,4.0,0.0,,52.5157232704402,0.2275457402539941,26.295,129.1,83.005,0.6372188523507369,7.177,0.136,0.0189494217639682,-1.7224040378620984,noIR,5,64.70588235294117,,318,58.6427,0.831016418849686,10.984017,7.47959,SL-RIs
HsaINT1004497,ARMCX3,264,4.0,2.0,0.0,,53.7878787878788,1.1842585513408086,10.135,28.82,19.83,0.5393856579458999,8.29,0.136,0.0164053075995174,-1.785015622180056,noIR,20,31.818181818181817,1.80994618374427,264,48.2789,1.1922378479637037,10.339934,9.030629,SL-RIs
HsaINT0012598,ARMCX3,261,4.0,3.0,0.0,,52.4904214559387,0.7114423054019705,23.59,28.82,19.83,0.5393856579458999,8.29,0.132,0.0159227985524728,-1.7979805993444236,noIR,12,58.97435897435897,1.80994618374427,261,48.2789,1.1285169457104358,10.729416,7.8893423,SL-RIs
HsaINT0012618,ARMCX5,370,3.0,3.0,0.0,,49.1891891891892,0.3630271005522469,27.66,10.32,9.57,0.1088521409372286,8.611,0.139,0.016142143769597,-1.79203878897697,noIR,0,,,370,4.45221,1.1963713979062955,11.10107,8.530888,SL-RIs
HsaINT0012815,ARRB2,408,13.0,5.0,0.0,,62.5,-0.2195429980528314,28.5,167.33,60.96,1.4567613162797328,9.622,0.143,0.014861775098732,-1.8279293151014837,noIR,22,88.59649122807018,2.49708614988157,0,,0.78118864596693,10.5131,8.593663,SL-RIs
